"","DX","distinct_specialty_count","code_volume_percent","concept_name"
"19915","T421X1A",9,7.40028484616872e-07,"Poisoning by iminostilbenes, accidental (unintentional), initial encounter"
"19916","T43015A",9,2.39857649717551e-07,"Adverse effect of tricyclic antidepressants, initial encounter"
"19917","T43202A",9,2.54704409328678e-07,"Poisoning by unspecified antidepressants, intentional self-harm, initial encounter"
"19918","T43211A",9,4.34185236627643e-07,"Poisoning by selective serotonin and norepinephrine reuptake inhibitors, accidental (unintentional), initial encounter"
"19919","T447X6A",9,1.55396083929802e-07,"Underdosing of beta-adrenoreceptor antagonists, initial encounter"
"19920","T451X4A",9,8.46925153816991e-07,"Poisoning by antineoplastic and immunosuppressive drugs, undetermined, initial encounter"
"19921","T463X5A",9,3.46754318917669e-07,"Adverse effect of coronary vasodilators, initial encounter"
"19922","T466X5S",9,2.25010890106423e-07,"Adverse effect of antihyperlipidemic and antiarteriosclerotic drugs, sequela"
"19923","T486X5A",9,3.0155418410157e-07,"Adverse effect of antiasthmatics, initial encounter"
"19924","T501X6A",9,2.47445993518794e-07,"Underdosing of loop [high-ceiling] diuretics, initial encounter"
"19925","T50A95A",9,9.78566422368989e-07,"Adverse effect of other bacterial vaccines, initial encounter"
"19926","T510X2A",9,1.84759675160699e-07,"Toxic effect of ethanol, intentional self-harm, initial encounter"
"19927","T560X1D",9,7.21552517100802e-07,"Toxic effect of lead and its compounds, accidental (unintentional), subsequent encounter"
"19928","T56892A",9,3.46424390926311e-07,"Toxic effect of other metals, intentional self-harm, initial encounter"
"19929","T5991XA",9,5.52959313516664e-07,"Toxic effect of unspecified gases, fumes and vapors, accidental (unintentional), initial encounter"
"19930","T63461D",9,9.18420549544354e-06,"Toxic effect of venom of wasps, accidental (unintentional), subsequent encounter"
"19931","T65221A",9,3.0980238388553e-07,"Toxic effect of tobacco cigarettes, accidental (unintentional), initial encounter"
"19932","T656X1A",9,3.09142527902813e-07,"Toxic effect of paints and dyes, not elsewhere classified, accidental (unintentional), initial encounter"
"19933","T671XXD",9,4.08450853301689e-07,"Heat syncope, subsequent encounter"
"19934","T699XXA",9,5.09738746648715e-07,"Effect of reduced temperature, unspecified, initial encounter"
"19935","T7020XA",9,5.69785641075942e-07,"Unspecified effects of high altitude, initial encounter"
"19936","T7431XA",9,4.60579475936314e-07,"Adult psychological abuse, confirmed, initial encounter"
"19937","T7621XA",9,6.78331950232853e-07,"Adult sexual abuse, suspected, initial encounter"
"19938","T782XXS",9,5.09738746648715e-07,"Anaphylactic shock, unspecified, sequela"
"19939","T79A21D",9,2.98584832179344e-07,"Traumatic compartment syndrome of right lower extremity, subsequent encounter"
"19940","T80212D",9,7.0142690962794e-07,"Local infection due to central venous catheter, subsequent encounter"
"19941","T8172XD",9,2.28310170020007e-07,"Complication of vein following a procedure, not elsewhere classified, subsequent encounter"
"19942","T82110S",9,2.5437448133732e-07,"Breakdown (mechanical) of cardiac electrode, sequela"
"19943","T82111D",9,6.88559717964963e-07,"Breakdown (mechanical) of cardiac pulse generator (battery), subsequent encounter"
"19944","T82319A",9,2.82418360602783e-07,"Breakdown (mechanical) of unspecified vascular grafts, initial encounter"
"19945","T82529A",9,2.93635912308968e-07,"Displacement of unspecified cardiac and vascular devices and implants, initial encounter"
"19946","T82848D",9,8.00405307035458e-07,"Pain due to vascular prosthetic devices, implants and grafts, subsequent encounter"
"19947","T82855D",9,4.76416019521517e-07,"Stenosis of coronary artery stent, subsequent encounter"
"19948","T82857D",9,3.08152743928738e-07,"Stenosis of other cardiac prosthetic devices, implants and grafts, subsequent encounter"
"19949","T83012A",9,3.08482671920096e-07,"Breakdown (mechanical) of nephrostomy catheter, initial encounter"
"19950","T83030A",9,4.60579475936314e-07,"Leakage of cystostomy catheter, initial encounter"
"19951","T83191A",9,6.2752303956366e-07,"Other mechanical complication of implanted urinary sphincter, initial encounter"
"19952","T83490D",9,2.71860664879315e-07,"Other mechanical complication of implanted penile prosthesis, subsequent encounter"
"19953","T83591A",9,4.40123940472094e-07,"Infection and inflammatory reaction due to implanted urinary sphincter, initial encounter"
"19954","T84010D",9,5.32833706043802e-07,"Broken internal right hip prosthesis, subsequent encounter"
"19955","T84029D",9,7.09015253429183e-07,"Dislocation of unspecified internal joint prosthesis, subsequent encounter"
"19956","T84038S",9,2.40847433691626e-07,"Mechanical loosening of other internal prosthetic joint, sequela"
"19957","T84039D",9,3.33557199263334e-07,"Mechanical loosening of unspecified internal prosthetic joint, subsequent encounter"
"19958","T84052A",9,6.24553687641435e-07,"Periprosthetic osteolysis of internal prosthetic right knee joint, initial encounter"
"19959","T84060D",9,5.43721329758629e-07,"Wear of articular bearing surface of internal prosthetic right hip joint, subsequent encounter"
"19960","T84063A",9,1.01980742128879e-06,"Wear of articular bearing surface of internal prosthetic left knee joint, initial encounter"
"19961","T84068A",9,3.82716469975734e-07,"Wear of articular bearing surface of other internal prosthetic joint, initial encounter"
"19962","T84069A",9,6.4599900707973e-07,"Wear of articular bearing surface of unspecified internal prosthetic joint, initial encounter"
"19963","T84093S",9,3.35536767211484e-07,"Other mechanical complication of internal left knee prosthesis, sequela"
"19964","T84116A",9,4.51011564186921e-07,"Breakdown (mechanical) of internal fixation device of bone of right lower leg, initial encounter"
"19965","T84117A",9,4.19008549025157e-07,"Breakdown (mechanical) of internal fixation device of bone of left lower leg, initial encounter"
"19966","T84213A",9,7.99745451052741e-07,"Breakdown (mechanical) of internal fixation device of bones of foot and toes, initial encounter"
"19967","T84318A",9,2.89676776412668e-07,"Breakdown (mechanical) of other bone devices, implants and grafts, initial encounter"
"19968","T8469XD",9,5.18316874424033e-07,"Infection and inflammatory reaction due to internal fixation device of other site, subsequent encounter"
"19969","T8482XD",9,1.31575282953727e-06,"Fibrosis due to internal orthopedic prosthetic devices, implants and grafts, subsequent encounter"
"19970","T85511A",9,5.61207513300624e-07,"Breakdown (mechanical) of esophageal anti-reflux device, initial encounter"
"19971","T85692A",9,1.36590188422374e-07,"Other mechanical complication of permanent sutures, initial encounter"
"19972","T85698S",9,1.49457380085351e-07,"Other mechanical complication of other specified internal prosthetic devices, implants and grafts, sequela"
"19973","T85828A",9,1.72552339480439e-07,"Fibrosis due to other internal prosthetic devices, implants and grafts, initial encounter"
"19974","T8751",9,1.72882267471797e-07,"Necrosis of amputation stump, right upper extremity"
"19975","T883XXA",9,2.06534922590353e-07,"Malignant hyperthermia due to anesthesia, initial encounter"
"19976","T8852XA",9,2.71200808896598e-07,"Failed moderate sedation during procedure, initial encounter"
"19977","V00818A",9,1.86079387126133e-07,"Other accident with wheelchair (powered), initial encounter"
"19978","V184XXA",9,4.05811429370821e-07,"Pedal cycle driver injured in noncollision transport accident in traffic accident, initial encounter"
"19979","V4302XA",9,2.04885282633561e-07,"Car driver injured in collision with other type car in nontraffic accident, initial encounter"
"19980","V4353XA",9,2.66251889026222e-07,"Car driver injured in collision with pick-up truck in traffic accident, initial encounter"
"19981","V4362XD",9,3.16730871704056e-07,"Car passenger injured in collision with other type car in traffic accident, subsequent encounter"
"19982","V4969XA",9,1.00298109372951e-07,"Unspecified car occupant injured in collision with other motor vehicles in traffic accident, initial encounter"
"19983","V535XXA",9,2.46456209544718e-07,"Driver of pick-up truck or van injured in collision with car, pick-up truck or van in traffic accident, initial encounter"
"19984","V878XXA",9,1.64304139696479e-07,"Person injured in other specified noncollision transport accidents involving motor vehicle (traffic), initial encounter"
"19985","V891XXA",9,7.12644461334125e-08,"Person injured in unspecified nonmotor-vehicle accident, nontraffic, initial encounter"
"19986","V899XXS",9,2.08184562547145e-07,"Person injured in unspecified vehicle accident, sequela"
"19987","W001XXA",9,3.61271150537439e-07,"Fall from stairs and steps due to ice and snow, initial encounter"
"19988","W002XXA",9,1.62654499739687e-07,"Other fall from one level to another due to ice and snow, initial encounter"
"19989","W0110XS",9,4.03172005439954e-07,"Fall on same level from slipping, tripping and stumbling with subsequent striking against unspecified object, sequela"
"19990","W01110A",9,2.52064985397811e-07,"Fall on same level from slipping, tripping and stumbling with subsequent striking against sharp glass, initial encounter"
"19991","W101XXS",9,3.24649143496657e-07,"Fall (on)(from) sidewalk curb, sequela"
"19992","W12XXXA",9,1.62654499739687e-07,"Fall on and from scaffolding, initial encounter"
"19993","W130XXA",9,1.37250044405091e-07,"Fall from, out of or through balcony, initial encounter"
"19994","W16212A",9,1.62984427731045e-07,"Fall in (into) filled bathtub causing other injury, initial encounter"
"19995","W1789XS",9,2.38867865743475e-07,"Other fall from one level to another, sequela"
"19996","W1800XD",9,3.10132311876888e-07,"Striking against unspecified object with subsequent fall, subsequent encounter"
"19997","W1842XA",9,5.03140186821547e-07,"Slipping, tripping and stumbling without falling due to stepping into hole or opening, initial encounter"
"19998","W1849XD",9,5.54279025482098e-07,"Other slipping, tripping and stumbling without falling, subsequent encounter"
"19999","W240XXA",9,3.1376151978183e-07,"Contact with lifting devices, not elsewhere classified, initial encounter"
"20000","W3089XA",9,1.65293923670554e-07,"Contact with other specified agricultural machinery, initial encounter"
"20001","W311XXA",9,1.74201979437231e-07,"Contact with metalworking machines, initial encounter"
"20002","W503XXA",9,5.67806073127792e-07,"Accidental bite by another person, initial encounter"
"20003","W5501XS",9,4.14719485137498e-07,"Bitten by cat, sequela"
"20004","W5503XD",9,3.97563229586862e-07,"Scratched by cat, subsequent encounter"
"20005","X000XXA",9,1.78161115333531e-07,"Exposure to flames in uncontrolled fire in building or structure, initial encounter"
"20006","X102XXA",9,4.63878755849898e-07,"Contact with fats and cooking oils, initial encounter"
"20007","X30XXXA",9,4.44083076368395e-07,"Exposure to excessive natural heat, initial encounter"
"20008","X32XXXD",9,3.01013102195742e-05,"Exposure to sunlight, subsequent encounter"
"20009","X959XXA",9,2.51735057406453e-07,"Assault by unspecified firearm discharge, initial encounter"
"20010","Y041XXA",9,3.39495903107785e-07,"Assault by human bite, initial encounter"
"20011","Y249XXA",9,1.66943563627346e-07,"Unspecified firearm discharge, undetermined intent, initial encounter"
"20012","Y288XXA",9,8.43625873903407e-07,"Contact with other sharp object, undetermined intent, initial encounter"
"20013","Y731",9,2.17092618313822e-07,"Therapeutic (nonsurgical) and rehabilitative gastroenterology and urology devices associated with adverse incidents"
"20014","Y812",9,7.91827179260139e-08,"Prosthetic and other implants, materials and accessory general- and plastic-surgery devices associated with adverse incidents"
"20015","Y829",9,1.33620836500149e-07,"Unspecified medical devices associated with adverse incidents"
"20016","Y92090",9,2.5635404928547e-07,"Kitchen in other non-institutional residence as the place of occurrence of the external cause"
"20017","Y92093",9,1.48467596111276e-07,"Driveway of other non-institutional residence as the place of occurrence of the external cause"
"20018","Y92413",9,2.13133482417521e-07,"State road as the place of occurrence of the external cause"
