Table,test_concept_id,test_name,test_vocab,test_code,pt_count_test,per_total_pt
observation,2617985,"Oncology; primary focus of visit; treatment decision-making after disease is staged or restaged, discussion of treatment options, supervising/coordinating active cancer directed therapy or managing consequences of cancer directed therapy (for use in a...",HCPCS,G9051,24,7.61E-05
observation,2618146,"Alcohol and/or other drug abuse services, not otherwise specified",HCPCS,H0047,24,7.61E-05
observation,2721075,COMPUTERIZED CORNEAL TOPOGRAPHY,HCPCS,S0820,24,7.61E-05
observation,2721518,Pharmacy compounding and dispensing services,HCPCS,S9430,24,7.61E-05
observation,3022304,Age,LOINC,30525-0,24,7.61E-05
observation,4054576,Burning due to contact with water from hot tap,SNOMED,242503001,24,7.61E-05
observation,4073070,"Burning due to contact with hot heating appliances, radiators and pipes",SNOMED,242518000,24,7.61E-05
observation,4113964,Does use cooking utensils,SNOMED,285895001,24,7.61E-05
observation,4167788,Allergy to naproxen,SNOMED,293625009,24,7.61E-05
observation,4182334,Family history of Parkinson's disease,SNOMED,297240003,24,7.61E-05
observation,4303541,Allergy to shrimp,SNOMED,419972009,24,7.61E-05
observation,38001016,Major chest procedures w CC,DRG,164,24,7.61E-05
observation,38001060,Cardiac valve & oth maj cardiothoracic proc w/o card cath w CC,DRG,220,24,7.61E-05
observation,38001567,Acute adjustment reaction & psychosocial dysfunction,DRG,880,24,7.61E-05
observation,40664467,"Services performed by a qualified physical therapist assistant in the home health or hospice setting, each 15 minutes",HCPCS,G0157,24,7.61E-05
observation,42872382,Vaginal pessary in situ,SNOMED,1.01E+12,24,7.61E-05
observation,43533362,"Memory functional limitation, discharge status at discharge from therapy or to end reporting",HCPCS,G9170,24,7.61E-05
observation,44816610,Expiration date,LOINC,74712-1,24,7.61E-05
observation,46270597,History of extracorporeal membrane oxygenation,SNOMED,6.72E+13,24,7.61E-05
observation,46270602,History of cerebellar stroke,SNOMED,6.90E+14,24,7.61E-05
measurement,2212410,"Hydroxyprogesterone, 17-d",CPT4,83498,23,7.29E-05
measurement,2212651,"Blood count; manual cell count (erythrocyte, leukocyte, or platelet) each",CPT4,85032,23,7.29E-05
measurement,2212704,"Coagulation/fibrinolysis assay, whole blood (eg, viscoelastic clot assessment), including use of any pharmacologic additive(s), as indicated, including interpretation and written report, per day",CPT4,85396,23,7.29E-05
measurement,2212789,Heterophile antibodies; titer,CPT4,86309,23,7.29E-05
measurement,2212814,T cells; absolute CD4 count,CPT4,86361,23,7.29E-05
measurement,2212826,Skin test; candida,CPT4,86485,23,7.29E-05
measurement,2212883,Antibody; HIV-2,CPT4,86702,23,7.29E-05
measurement,2213091,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative, multiple-step method; Histoplasma capsulatum",CPT4,87385,23,7.29E-05
measurement,2213122,"Infectious agent detection by nucleic acid (DNA or RNA); Gardnerella vaginalis, direct probe technique",CPT4,87510,23,7.29E-05
measurement,3000399,Parietal cell IgG Ab [Presence] in Serum,LOINC,31556-4,23,7.29E-05
measurement,3001318,Cholesterol.total/Cholesterol in HDL [Percentile],LOINC,9322-9,23,7.29E-05
measurement,3001818,Imipramine [Mass/volume] in Serum or Plasma,LOINC,3690-5,23,7.29E-05
measurement,3002182,Oligoclonal bands [Presence] in Cerebral spinal fluid,LOINC,32358-4,23,7.29E-05
measurement,3003356,Sulfonamide crystals [Presence] in Urine sediment by Light microscopy,LOINC,5812-3,23,7.29E-05
measurement,3003977,Benzoylecgonine [Presence] in Urine by Confirmatory method,LOINC,14315-6,23,7.29E-05
measurement,3004391,Epithelial cells [#/volume] in Urine by Manual count,LOINC,24123-2,23,7.29E-05
measurement,3004915,Chlamydophila pneumoniae IgA Ab [Units/volume] in Serum,LOINC,31300-7,23,7.29E-05
measurement,3005006,IgA subclass 2 [Mass/volume] in Serum,LOINC,6939-3,23,7.29E-05
measurement,3005814,Thyroglobulin Ag [Presence] in Tissue by Immune stain,LOINC,10515-5,23,7.29E-05
measurement,3005941,Pathology report relevant history Narrative,LOINC,22636-5,23,7.29E-05
measurement,3007066,Histoplasma capsulatum DNA [Presence] in Unspecified specimen by NAA with probe detection,LOINC,5015-3,23,7.29E-05
measurement,3007681,Cocklebur IgE Ab RAST class [Presence] in Serum,LOINC,15646-3,23,7.29E-05
measurement,3010798,Residual volume,LOINC,20146-7,23,7.29E-05
measurement,3011059,Cocaine [Mass/volume] in Urine by Confirmatory method,LOINC,20519-5,23,7.29E-05
measurement,3011494,Hexacarboxylporphyrin [Mass/volume] in Serum or Plasma,LOINC,9451-6,23,7.29E-05
measurement,3013997,Dextromethorphan [Presence] in Urine,LOINC,3539-4,23,7.29E-05
measurement,3014591,Smooth Alder IgE Ab [Units/volume] in Serum,LOINC,7063-1,23,7.29E-05
measurement,3015082,Saint Louis encephalitis virus IgG Ab [Titer] in Cerebral spinal fluid by Immunofluorescence,LOINC,21509-5,23,7.29E-05
measurement,3015477,Cortisol [Mass/volume] in Serum or Plasma --2nd specimen post XXX challenge,LOINC,12557-5,23,7.29E-05
measurement,3016754,"carBAMazepine 10,11-Epoxide [Mass/volume] in Serum or Plasma",LOINC,9415-1,23,7.29E-05
measurement,3016791,Ventricular ectopics,LOINC,8621-5,23,7.29E-05
measurement,3017193,Pentacarboxylporphyrins [Mass/volume] in Serum or Plasma,LOINC,10882-9,23,7.29E-05
measurement,3018384,Bacteria [Presence] in Nose by Light microscopy,LOINC,18192-5,23,7.29E-05
measurement,3018543,Iron.microscopic observation [Identifier] in Bone marrow by Potassium ferrocyanide stain,LOINC,13513-7,23,7.29E-05
measurement,3018599,Varicella zoster virus IgM Ab [Units/volume] in Serum by Immunofluorescence,LOINC,17766-7,23,7.29E-05
measurement,3020003,Phencyclidine cutoff [Mass/volume] in Urine for Screen method,LOINC,19660-0,23,7.29E-05
measurement,3020027,17-Ketosteroids [Mass/time] in 24 hour Urine,LOINC,6766-0,23,7.29E-05
measurement,3020207,Porphobilinogen [Moles/time] in 24 hour Urine,LOINC,14882-5,23,7.29E-05
measurement,3020233,Acid phosphatase [Enzymatic activity/volume] in Serum or Plasma,LOINC,1715-2,23,7.29E-05
measurement,3020451,Alanine/Creatinine [Ratio] in Urine,LOINC,30068-1,23,7.29E-05
measurement,3020692,Microscopic exam [Interpretation] of Urine by Cytology,LOINC,27045-4,23,7.29E-05
measurement,3021180,Histone Ab [Presence] in Serum by Immunofluorescence,LOINC,5217-5,23,7.29E-05
measurement,3021262,Cultivated Rye IgE Ab [Units/volume] in Serum,LOINC,6236-4,23,7.29E-05
measurement,3021477,Benzodiazepines [Mass/volume] in Urine by Confirmatory method,LOINC,20412-3,23,7.29E-05
measurement,3023413,La Crosse virus IgG Ab [Titer] in Cerebral spinal fluid by Immunofluorescence,LOINC,9539-8,23,7.29E-05
measurement,3024085,Cobalt [Mass/volume] in Urine,LOINC,5628-3,23,7.29E-05
measurement,3024942,Coagulation factor VIII inhibitor [Units/volume] in Platelet poor plasma by Coagulation assay,LOINC,3204-5,23,7.29E-05
measurement,3026306,Fatty acids.very long chain C26:0 (Hexacosanoate)/C22:0 (Docosanoate) [Molar ratio] in Serum or Plasma,LOINC,30198-6,23,7.29E-05
measurement,3026949,Hepatitis B virus DNA [#/volume] (viral load) in Serum by Probe with signal amplification,LOINC,20442-0,23,7.29E-05
measurement,3027281,N-desalkylflurazepam [Presence] in Urine by Confirmatory method,LOINC,19615-4,23,7.29E-05
measurement,3027591,Histidine/Creatinine [Ratio] in Urine,LOINC,30047-5,23,7.29E-05
measurement,3028430,Lysine/Creatinine [Ratio] in Urine,LOINC,30048-3,23,7.29E-05
measurement,3028481,Leucine/Creatinine [Ratio] in Urine,LOINC,30053-3,23,7.29E-05
measurement,3029733,CD138 cells/100 cells in Unspecified specimen,LOINC,32743-7,23,7.29E-05
measurement,3029847,von Willebrand factor (vWf).collagen binding activity actual/normal in Platelet poor plasma by Immunoassay,LOINC,50377-1,23,7.29E-05
measurement,3030168,Platelet aggregation collagen induced [Presence] in Platelet rich plasma --190 ug/mL,LOINC,50947-1,23,7.29E-05
measurement,3030177,Glucose tolerance [Interpretation] in Serum or Plasma Narrative,LOINC,50667-5,23,7.29E-05
measurement,3031150,Eosinophils [#/volume] in Cerebral spinal fluid by Manual count,LOINC,34957-1,23,7.29E-05
measurement,3034198,Amphetamine cutoff [Mass/volume] in Urine for Confirmatory method,LOINC,19348-2,23,7.29E-05
measurement,3035319,Basophils/100 leukocytes in Synovial fluid,LOINC,17833-5,23,7.29E-05
measurement,3035364,C peptide [Mass/volume] in Serum or Plasma --fasting,LOINC,13037-7,23,7.29E-05
measurement,3036506,Platelet associated IgG Ab [Presence] in Blood by Flow cytometry (FC),LOINC,29497-5,23,7.29E-05
measurement,3037670,Bordetella pertussis IgG Ab [Units/volume] in Serum by Immunoassay,LOINC,42330-1,23,7.29E-05
measurement,3037850,Specific gravity of Body fluid,LOINC,2964-5,23,7.29E-05
measurement,3038049,Nucleolar nuclear Ab pattern [Titer] in Serum,LOINC,20399-2,23,7.29E-05
measurement,3038726,Hepatitis D virus Ab [Presence] in Serum by Immunoassay,LOINC,40727-0,23,7.29E-05
measurement,3038887,Thyroglobulin [Mass/volume] in Tissue fine needle aspirate,LOINC,53922-1,23,7.29E-05
measurement,3040382,Histiocytes/100 cells in Synovial fluid by Manual count,LOINC,40489-7,23,7.29E-05
measurement,3041427,Glimepride [Mass/volume] in Serum or Plasma,LOINC,40465-7,23,7.29E-05
measurement,3041646,5-Oxoproline+Pipecolate/Phenylalanine [Molar ratio] in DBS,LOINC,53394-3,23,7.29E-05
measurement,3043649,Fibrin monomer [Presence] in Platelet poor plasma by Hemagglutination,LOINC,40702-3,23,7.29E-05
measurement,3044855,West Nile virus IgM Ab [Titer] in Cerebral spinal fluid,LOINC,33330-2,23,7.29E-05
measurement,3045707,Microscopic observation [Identifier] in Blood by Malaria smear,LOINC,32700-7,23,7.29E-05
measurement,3046542,Hepatitis B virus DNA [Log #/volume] (viral load) in Serum or Plasma by NAA with probe detection,LOINC,45161-7,23,7.29E-05
measurement,3046971,Histoplasma capsulatum Ab [Presence] in Serum by Immunoassay,LOINC,44522-1,23,7.29E-05
measurement,3047148,Creatinine renal clearance in Urine and Serum or Plasma collected for unspecified duration,LOINC,33558-8,23,7.29E-05
measurement,3048220,Fractional excretion of sodium [Ratio] in Urine and Serum or Plasma,LOINC,49135-7,23,7.29E-05
measurement,3048642,BRCA2 gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal,LOINC,38530-2,23,7.29E-05
measurement,3052807,Repaglinide [Mass/volume] in Serum or Plasma,LOINC,38542-7,23,7.29E-05
measurement,3053023,Catecholamines [Interpretation] in Urine Narrative,LOINC,49256-1,23,7.29E-05
measurement,4016234,"Cell count, pleural fluid",SNOMED,104117001,23,7.29E-05
measurement,4020102,Reticulin measurement,SNOMED,104920005,23,7.29E-05
measurement,4134573,Bispectral index,SNOMED,398204001,23,7.29E-05
measurement,4193755,Hepatitis Be antibody measurement,SNOMED,79172007,23,7.29E-05
measurement,4239236,"Blood gases, arterial measurement",SNOMED,91308007,23,7.29E-05
measurement,21493334,Influenza virus A H1 2009 pandemic RNA [Presence] in Nasopharynx by NAA with non-probe detection,LOINC,82168-6,23,7.29E-05
measurement,40758524,Phospholipid IgA and IgG and IgM panel - Serum,LOINC,55395-8,23,7.29E-05
measurement,44816363,Levetiracetam,CPT4,80177,23,7.29E-05
measurement,44816756,IgA.kappa [Mass/volume] in Serum or Plasma,LOINC,74864-0,23,7.29E-05
measurement,44816757,IgA.lambda [Mass/volume] in Serum or Plasma,LOINC,74865-7,23,7.29E-05
measurement,46235904,Monocytes+Macrophages [#] in Body fluid by Manual count,LOINC,76408-4,23,7.29E-05
observation,764567,Former smokeless tobacco user,SNOMED,4.57E+14,23,7.29E-05
observation,2721679,"Case management, per month",HCPCS,T2022,23,7.29E-05
observation,4051255,Family history with explicit context pertaining to mother,SNOMED,160427003,23,7.29E-05
observation,4058707,H/O: hyperthyroidism,SNOMED,161442007,23,7.29E-05
observation,4145062,Late entry into prenatal care,SNOMED,426403007,23,7.29E-05
observation,4165001,Allergy to cephalexin,SNOMED,294535001,23,7.29E-05
observation,4185721,Seafood,SNOMED,44027008,23,7.29E-05
observation,4212563,Personal history of primary malignant neoplasm of breast,SNOMED,415076002,23,7.29E-05
observation,4219847,Disease suspected,SNOMED,41769001,23,7.29E-05
observation,4248956,Lives with partner,SNOMED,408821002,23,7.29E-05
observation,4301743,Engaged in falling,SNOMED,78361000,23,7.29E-05
observation,4324189,History of malignant neoplasm of rectum,SNOMED,429084005,23,7.29E-05
observation,4325868,History of malignant neoplasm of ureter,SNOMED,429444007,23,7.29E-05
observation,36675048,Sting by bee,SNOMED,771313007,23,7.29E-05
observation,37109031,Exposure to second hand tobacco smoke,SNOMED,1.61E+16,23,7.29E-05
observation,38001024,Respiratory infections & inflammations w CC,DRG,178,23,7.29E-05
observation,38001241,Disorders of the biliary tract w/o CC/MCC,DRG,446,23,7.29E-05
observation,38001255,Revision of hip or knee replacement w MCC,DRG,466,23,7.29E-05
observation,38001337,"Fx, sprn, strn & disl except femur, hip, pelvis & thigh w/o MCC",DRG,563,23,7.29E-05
observation,38001369,Minor skin disorders w/o MCC,DRG,607,23,7.29E-05
observation,38001437,Other kidney & urinary tract diagnoses w CC,DRG,699,23,7.29E-05
observation,40217416,Non-covered svc. by podiatrist,HCPCS,A9160,23,7.29E-05
observation,40480486,Cardiac defibrillator in situ,SNOMED,441769002,23,7.29E-05
observation,40480877,Gluten sensitivity,SNOMED,441831003,23,7.29E-05
observation,40664782,All quality actions for the applicable measures in the sleep apnea measures group have been performed for this patient,HCPCS,G8759,23,7.29E-05
observation,42742428,"Esophageal biopsy report with statement about dysplasia (present, absent, or indefinite) (PATH)",CPT4,3125F,23,7.29E-05
observation,42872383,Insufficient prenatal care,SNOMED,1.03E+12,23,7.29E-05
measurement,2212288,"Column chromatography/mass spectrometry (eg, GC/MS, or HPLC/MS), non-drug analyte not elsewhere specified; stable isotope dilution, single analyte, quantitative, single stationary and mobile phase",CPT4,82543,22,6.98E-05
measurement,2212732,"Prothrombin time; substitution, plasma fractions, each",CPT4,85611,22,6.98E-05
measurement,2212942,"Antihuman globulin test (Coombs test); indirect, each antibody titer",CPT4,86886,22,6.98E-05
measurement,3000239,Coxsackievirus A9 Ab [Titer] in Cerebral spinal fluid by Complement fixation,LOINC,9758-4,22,6.98E-05
measurement,3000510,Lepidoglyphus destructor IgE Ab [Units/volume] in Serum,LOINC,6160-6,22,6.98E-05
measurement,3000779,Coccidioides immitis IgG Ab [Presence] in Serum,LOINC,22209-1,22,6.98E-05
measurement,3000998,Ovalbumin IgE Ab [Units/volume] in Serum,LOINC,7556-4,22,6.98E-05
measurement,3002394,K Ag [Presence] on Red Blood Cells,LOINC,1096-7,22,6.98E-05
measurement,3002938,Lactalbumin alpha IgE Ab RAST class [Presence] in Serum,LOINC,15529-1,22,6.98E-05
measurement,3003476,Varicella zoster virus [Presence] in Unspecified specimen by Organism specific culture,LOINC,10860-5,22,6.98E-05
measurement,3003633,Ovomucoid IgE Ab [Units/volume] in Serum,LOINC,7557-2,22,6.98E-05
measurement,3004175,Sodium [Moles/volume] in Milk,LOINC,13895-8,22,6.98E-05
measurement,3005685,Amylase.salivary [Enzymatic activity/volume] in Serum or Plasma,LOINC,1809-3,22,6.98E-05
measurement,3007075,Coxsackievirus A2 Ab [Titer] in Cerebral spinal fluid,LOINC,16682-7,22,6.98E-05
measurement,3007719,11-Deoxycortisol [Mass/volume] in Serum or Plasma,LOINC,1657-6,22,6.98E-05
measurement,3008689,Barbiturates [Mass/volume] in Serum or Plasma by Screen method,LOINC,30249-7,22,6.98E-05
measurement,3008716,HIV 1 p18 Ab [Presence] in Serum by Immunoblot,LOINC,12859-5,22,6.98E-05
measurement,3008977,Amikacin [Mass/volume] in Serum or Plasma --peak,LOINC,3319-1,22,6.98E-05
measurement,3009930,Uroporphyrin/Creatinine [Molar ratio] in 24 hour Urine,LOINC,32043-2,22,6.98E-05
measurement,3010527,Coxsackievirus A16 Ab [Titer] in Cerebral spinal fluid by Complement fixation,LOINC,9752-7,22,6.98E-05
measurement,3010888,Basement membrane IgA Ab [Presence] in Serum by Immunofluorescence,LOINC,29995-8,22,6.98E-05
measurement,3011941,Isoniazid [Mass/volume] in Serum or Plasma,LOINC,3697-0,22,6.98E-05
measurement,3012164,CD33 cells/100 cells in Unspecified specimen,LOINC,20601-1,22,6.98E-05
measurement,3013180,HIV 1 RNA [Units/volume] (viral load) in Serum or Plasma by Probe with amplification,LOINC,10351-5,22,6.98E-05
measurement,3014644,Hemoglobin S [Presence] in Blood by Electrophoresis acid (pH 6.3),LOINC,4622-7,22,6.98E-05
measurement,3014954,Coccidioides immitis Ab [Presence] in Serum,LOINC,22205-9,22,6.98E-05
measurement,3015479,Mycobacterium sp identified in Blood by Organism specific culture,LOINC,533-0,22,6.98E-05
measurement,3016103,Fatty acids [Moles/volume] in Serum or Plasma,LOINC,24461-6,22,6.98E-05
measurement,3016774,Ampicillin [Susceptibility] by Minimum inhibitory concentration (MIC),LOINC,28-1,22,6.98E-05
measurement,3018183,ALPRAZolam [Presence] in Urine,LOINC,9351-8,22,6.98E-05
measurement,3018320,LORazepam [Presence] in Urine,LOINC,18187-5,22,6.98E-05
measurement,3018831,Cortisol [Mass/volume] in Serum or Plasma --1st specimen post XXX challenge,LOINC,21223-3,22,6.98E-05
measurement,3020467,Red top grass IgE Ab RAST class [Presence] in Serum,LOINC,15748-7,22,6.98E-05
measurement,3021253,Trimethoprim+Sulfamethoxazole [Susceptibility],LOINC,18998-5,22,6.98E-05
measurement,3021869,Ammonia nitrogen [Mass/time] in 24 hour Urine,LOINC,1843-2,22,6.98E-05
measurement,3022852,IgG/Protein.total in Cerebral spinal fluid,LOINC,14339-6,22,6.98E-05
measurement,3023496,Coxsackievirus A7 Ab [Titer] in Cerebral spinal fluid by Complement fixation,LOINC,9756-8,22,6.98E-05
measurement,3023543,Privet IgE Ab [Units/volume] in Serum,LOINC,7632-3,22,6.98E-05
measurement,3024069,Ornithine/Creatinine [Ratio] in Urine,LOINC,30049-1,22,6.98E-05
measurement,3024653,FEV1,LOINC,20150-9,22,6.98E-05
measurement,3027081,Broccoli IgE Ab [Units/volume] in Serum,LOINC,6052-5,22,6.98E-05
measurement,3027299,Hemoglobin.gastrointestinal [Presence] in Stool --4th specimen,LOINC,12503-9,22,6.98E-05
