observation_concept_id,value_as_concept_id.x,value_as_concept_id.y,Response_count,concept_name.x,concept_name.y,concept_name
1333104,1333142,1333149,65,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Increasing watching, reading, or listening to news stories, including social media",Eating less food than usual
1310138,1310111,45879534,64,"Compared with when they were in person at school or a childcare center, how much time are you spending on care and supervision of your children?",Much less,About the same
1332739,1333125,1333028,64,"Please select the response that best reflects your behavior in the past month. Regardless of what happens to me, I believe I can control my reaction to it.",Does not describe me at all,Describes me
1332835,903096,45879540,64,"Choose the answer that best describes how you felt in the past month. In uncertain times, I usually expect the best.",PMI: Skip,Agree a little
1333104,1333170,1332761,64,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","None of the above (if selected, no other response options are available",Delaying medical care for conditions other than COVID-19
1333104,1333199,1332761,64,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Contacting a healthcare provider,Delaying medical care for conditions other than COVID-19
1332741,1333028,1333125,63,Please select the response that best reflects your behavior in the past month. I actively look for ways to replace the losses I encounter in life.,Describes me,Does not describe me at all
1332750,45885256,903096,63,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,Very much,PMI: Skip
1332848,1333125,1332777,63,Please select the response that best reflects your behavior in the past month. I believe I can grow in positive ways by dealing with difficult situations.,Does not describe me at all,Does not describe me
1332866,45884554,903096,63,"In the past 7 days, other things kept making me think about COVID-19.",Moderately,PMI: Skip
1333017,1333159,903096,63,"In the past month, have you used any of the following drugs? Select all that apply.","Prescription sedatives or prescription sleeping pills (for example, Valium, Ambien, Serepax, Ativan, Xanax, Libriu, etc)",PMI: Skip
1333291,1333339,1333150,63,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Was not able to work due to COVID-19 related illness,Income or pay has been reduced
1333301,1332864,903096,63,"Thinking about your current social habits, in the last 5 days: I have been in close contact with someone who is in a risk group for COVID-19. This includes someone inside or outside of your household.",A few days (1-2 days),PMI: Skip
1310056,45879199,45879198,62,"Thinking about your current social habits, in the last 5 days: I have gone on shopping trips or outings that were ""just for fun."" How often did you wear a face mask or face covering?",Most of the time,Some of the time
1332741,1332777,1332784,62,Please select the response that best reflects your behavior in the past month. I actively look for ways to replace the losses I encounter in life.,Does not describe me,Describes me very well
1332762,1333148,45881677,62,"Thinking about your current social habits, in the last 5 days: I have visited nursing homes or long-term care facilities (outside of work duties).",None of the days (0 days),Every day
1332833,45876756,903096,62,What is your current marital status?,Married,PMI: Skip
1333011,45881677,45883381,62,"In the past month: Did you smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?",Every day,Some days
1333104,1333133,1332785,62,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Taking breaks from watching, reading, or listening to news stories, including social media",Smoking more cigarettes or vaping more
1333120,903096,45876672,62,Choose the answer that is true for you in the past month. I am unhappy being so withdrawn.,PMI: Skip,Rarely
1333303,903096,45881667,62,"In the past 7 days, I thought about COVID-19 when I didn't mean to.",PMI: Skip,A little bit
1332750,903096,45882006,61,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,PMI: Skip,A moderate amount
1332752,45882429,1333307,61,How often did you use prescription sedatives or prescription sleeping pills?,1-3 times per month,1-5 times per week
1332835,45883275,903096,61,"Choose the answer that best describes how you felt in the past month. In uncertain times, I usually expect the best.",Agree a lot,PMI: Skip
1333024,1333125,1332784,61,Please select the response that best reflects your behavior in the past month. I look for creative ways to alter difficult situations.,Does not describe me at all,Describes me very well
1310056,45879198,903096,60,"Thinking about your current social habits, in the last 5 days: I have gone on shopping trips or outings that were ""just for fun."" How often did you wear a face mask or face covering?",Some of the time,PMI: Skip
1333102,45883539,903096,60,"In the past month, have recommendations for socially distancing caused stress for you?",A lot,PMI: Skip
1333295,45879397,45883172,60,"In the past 7 days, I was aware that I still had a lot of feelings about COVID-19, but I didn't deal with them.",Extremely,Not at all
1333295,45881667,45879397,60,"In the past 7 days, I was aware that I still had a lot of feelings about COVID-19, but I didn't deal with them.",A little bit,Extremely
1333104,1332761,1333142,59,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Delaying medical care for conditions other than COVID-19,"Increasing watching, reading, or listening to news stories, including social media"
1333104,1333030,1333122,59,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Drinking alcohol,Using cannabis or marijuana
